,Dataset,Model,Correlation,p-value,L1 Loss
2717,RSQ,Best Model,0.427928,2.6e-05,1.3777777777777778
2718,RSQ,Best Model,0.062938,0.555645,1.5555555555555556
2719,RSQ,Best Model,0.209043,0.048004,1.4777777777777779
2720,RSQ,Best Model,0.012078,0.910043,1.5555555555555556
2721,RSQ,Best Model,0.366502,0.000381,1.3666666666666667
2722,RSQ,Best Model,0.439051,1.5e-05,1.3666666666666667
2723,RSQ,Best Model,0.211939,0.044924,1.4555555555555555
2724,RSQ,Best Model,0.034768,0.744935,1.5666666666666667
2725,RSQ,Best Model,0.122847,0.248699,1.5222222222222221
2726,RSQ,Best Model,0.277146,0.008181,1.4666666666666666
2727,RSQ,Best Model,0.268993,0.010358,1.4666666666666666
2728,RSQ,Best Model,0.245694,0.019586,1.4777777777777779
2729,RSQ,Best Model,0.22939,0.029641,1.4777777777777779
2730,RSQ,Best Model,0.390279,0.000143,1.3555555555555556
2731,RSQ,Best Model,0.072753,0.495583,1.5444444444444445
2732,RSQ,Best Model,0.226073,0.032148,1.4444444444444444
2733,RSQ,Best Model,0.303139,0.003681,1.4111111111111112
2734,RSQ,Best Model,0.286118,0.006261,1.3888888888888888
2735,RSQ,Best Model,0.078593,0.461538,1.4777777777777779
2736,RSQ,Best Model,0.292351,0.005173,1.4222222222222223
2737,RSQ,Best Model,0.094834,0.373945,1.5
2738,RSQ,Best Model,0.33251,0.001365,1.3777777777777778
2739,RSQ,Best Model,0.136347,0.200048,1.5444444444444445
2740,RSQ,Best Model,0.413795,5e-05,1.3555555555555556
2741,RSQ,Best Model,0.44394,1.2e-05,1.3777777777777778
2742,RSQ,Best Model,0.226577,0.031756,1.488888888888889
2743,RSQ,Best Model,0.227531,0.031025,1.4777777777777779
2744,RSQ,Best Model,0.080806,0.44898,1.5
2745,RSQ,Best Model,0.316937,0.002338,1.4555555555555555
2746,RSQ,Best Model,0.347585,0.000789,1.4111111111111112
2747,RSQ,Best Model,0.211939,0.044924,1.4555555555555555
2748,RSQ,Best Model,0.419045,3.9e-05,1.3666666666666667
2749,RSQ,Best Model,0.453612,7e-06,1.3777777777777778
2750,RSQ,Best Model,0.277146,0.008181,1.4444444444444444
2751,RSQ,Best Model,0.394036,0.000122,1.3666666666666667
2752,RSQ,Best Model,0.318598,0.00221,1.4777777777777779
2753,RSQ,Best Model,0.306926,0.003257,1.3666666666666667
2754,RSQ,Best Model,0.427374,2.7e-05,1.4111111111111112
2755,RSQ,Best Model,0.376734,0.000252,1.4666666666666666
2756,RSQ,Best Model,0.143942,0.175888,1.5222222222222221
2757,RSQ,Best Model,0.475229,2e-06,1.3333333333333333
2758,RSQ,Best Model,0.0,1.0,1.511111111111111
2759,RSQ,Best Model,0.22895,0.029964,1.4555555555555555
2760,RSQ,Best Model,0.10935,0.30491,1.4666666666666666
2761,RSQ,Best Model,0.300756,0.003972,1.4333333333333333
2762,RSQ,Best Model,0.111871,0.293827,1.5666666666666667
2763,RSQ,Best Model,0.298701,0.00424,1.4444444444444444
2764,RSQ,Best Model,-0.220671,0.036614,1.6111111111111112
2765,RSQ,Best Model,0.160599,0.130504,1.5333333333333334
2766,RSQ,Best Model,0.30555,0.003405,1.4333333333333333
2767,RSQ,Best Model,0.411889,5.5e-05,1.3555555555555556
2768,RSQ,Best Model,0.462318,4e-06,1.3888888888888888
2769,RSQ,Best Model,0.067338,0.528293,1.5444444444444445
2770,RSQ,Best Model,0.09493,0.373462,1.4777777777777779
2771,RSQ,Best Model,0.157658,0.137792,1.5333333333333334
2772,RSQ,Best Model,0.137495,0.196251,1.5444444444444445
2773,RSQ,Best Model,0.261057,0.012946,1.4777777777777779
2774,RSQ,Best Model,0.506757,0.0,1.3111111111111111
2775,RSQ,Best Model,0.046357,0.664384,1.5
2776,RSQ,Best Model,0.442781,1.2e-05,1.3333333333333333
2777,RSQ,Best Model,0.390076,0.000144,1.4111111111111112
2778,RSQ,Best Model,0.25137,0.016854,1.4
2779,RSQ,Best Model,0.213964,0.042869,1.4666666666666666
2780,RSQ,Best Model,0.080205,0.452369,1.5888888888888888
2781,RSQ,Best Model,0.387445,0.000161,1.4555555555555555
2782,RSQ,Best Model,0.331721,0.001403,1.3666666666666667
2783,RSQ,Best Model,0.220176,0.037048,1.4666666666666666
2784,RSQ,Best Model,0.318511,0.002217,1.4444444444444444
2785,RSQ,Best Model,0.407525,6.7e-05,1.3555555555555556
2786,RSQ,Best Model,0.088113,0.408895,1.5333333333333334
2787,RSQ,Best Model,0.140183,0.187564,1.5222222222222221
2788,RSQ,Best Model,-0.151223,0.154802,1.6
2789,RSQ,Best Model,-0.0,1.0,1.5888888888888888
2790,RSQ,Best Model,0.288125,0.00589,1.488888888888889
2791,RSQ,Best Model,0.226577,0.031756,1.4666666666666666
2792,RSQ,Best Model,0.142252,0.181071,1.5444444444444445
2793,RSQ,Best Model,0.142053,0.181688,1.4666666666666666
2794,RSQ,Best Model,0.041666,0.696595,1.5444444444444445
2795,RSQ,Best Model,-0.014686,0.890731,1.5555555555555556
2796,RSQ,Best Model,0.047963,0.653494,1.5333333333333334
2797,RSQ,Best Model,0.22564,0.032489,1.5
2798,RSQ,Best Model,0.398203,0.000102,1.3444444444444446
2799,RSQ,Best Model,-0.134089,0.207672,1.6333333333333333
2800,RSQ,Best Model,0.386317,0.000169,1.3888888888888888
2801,RSQ,Best Model,0.235779,0.025275,1.4333333333333333
2802,RSQ,Best Model,0.117485,0.270114,1.488888888888889
2803,RSQ,Best Model,0.627644,0.0,1.2555555555555555
2804,RSQ,Best Model,0.290256,0.005518,1.5
2805,RSQ,Best Model,-0.177693,0.093827,1.6222222222222222
2806,RSQ,Best Model,0.302742,0.003728,1.4666666666666666
2807,RSQ,Best Model,0.335038,0.001247,1.3888888888888888
2808,RSQ,Best Model,-0.078175,0.463929,1.6333333333333333
2809,RSQ,Best Model,0.099551,0.35054,1.5444444444444445
2810,RSQ,Best Model,0.249191,0.017861,1.4333333333333333
2811,RSQ,Best Model,0.28569,0.006342,1.4666666666666666
2812,RSQ,Best Model,0.421058,3.6e-05,1.3888888888888888
2813,RSQ,Best Model,0.127439,0.231314,1.5
2814,RSQ,Best Model,-0.180552,0.088577,1.6111111111111112
2815,RSQ,Best Model,0.484452,1e-06,1.3333333333333333
2816,RSQ,Best Model,0.324834,0.001786,1.4222222222222223
2817,RSQ,Best Model,0.25603,0.014863,1.4666666666666666
2818,RSQ,Best Model,0.126223,0.235833,1.4777777777777779
2819,RSQ,Best Model,0.239814,0.02281,1.4
2820,RSQ,Best Model,0.38457,0.000182,1.3666666666666667
2821,RSQ,Best Model,0.167655,0.114226,1.5
2822,RSQ,Best Model,0.329505,0.001517,1.4111111111111112
2823,RSQ,Best Model,0.345374,0.000856,1.4222222222222223
2824,RSQ,Best Model,-0.012444,0.90733,1.5666666666666667
2825,RSQ,Best Model,0.21399,0.042844,1.4666666666666666
2826,RSQ,Best Model,0.073869,0.488977,1.511111111111111
2827,RSQ,Best Model,-0.064958,0.543005,1.5555555555555556
2828,RSQ,Best Model,0.306674,0.003283,1.4555555555555555
2829,RSQ,Best Model,0.462094,5e-06,1.3444444444444446
2830,RSQ,Best Model,0.381076,0.000211,1.3555555555555556
2831,RSQ,Best Model,0.133004,0.211406,1.511111111111111
2832,RSQ,Best Model,0.314006,0.002579,1.4444444444444444
2833,RSQ,Best Model,0.170428,0.108274,1.5222222222222221
2834,RSQ,Best Model,0.286118,0.006261,1.4333333333333333
2835,RSQ,Best Model,0.25853,0.013881,1.4666666666666666
2836,RSQ,Best Model,-0.239407,0.023049,1.6
2837,RSQ,Best Model,0.229158,0.029811,1.4777777777777779
2838,RSQ,Best Model,0.209839,0.04714,1.5
2839,RSQ,Best Model,0.01219,0.909213,1.5222222222222221
2840,RSQ,Best Model,0.093103,0.382771,1.488888888888889
2841,RSQ,Best Model,0.119704,0.261106,1.488888888888889
2842,RSQ,Best Model,0.129265,0.224643,1.5555555555555556
2843,RSQ,Best Model,0.376455,0.000255,1.3111111111111111
2844,RSQ,Best Model,0.435665,1.8e-05,1.3777777777777778
2845,RSQ,Best Model,0.534046,0.0,1.2555555555555555
2846,RSQ,Best Model,0.106403,0.318204,1.488888888888889
2847,RSQ,Best Model,0.473549,2e-06,1.3333333333333333
2848,RSQ,Best Model,0.338736,0.001092,1.4222222222222223
2849,RSQ,Best Model,0.060628,0.570273,1.5
2850,RSQ,Best Model,0.180794,0.088144,1.488888888888889
2851,RSQ,Best Model,0.272923,0.009252,1.4555555555555555
2852,RSQ,Best Model,0.056759,0.595167,1.5222222222222221
2853,RSQ,Best Model,0.22895,0.029964,1.4555555555555555
2854,RSQ,Best Model,0.154031,0.147195,1.5222222222222221
2855,RSQ,Best Model,0.135427,0.203129,1.5333333333333334
2856,RSQ,Best Model,0.326106,0.001709,1.4444444444444444
2857,RSQ,Best Model,0.352454,0.000657,1.4
2858,RSQ,Best Model,0.467874,3e-06,1.3888888888888888
2859,RSQ,Best Model,0.48746,1e-06,1.3666666666666667
2860,RSQ,Best Model,-0.34581,0.000843,1.6444444444444444
2861,RSQ,Best Model,0.223989,0.033813,1.4333333333333333
2862,RSQ,Best Model,0.206485,0.050867,1.4222222222222223
2863,RSQ,Best Model,-0.013468,0.899744,1.5444444444444445
2864,RSQ,Best Model,-0.121209,0.255114,1.6111111111111112
2865,RSQ,Best Model,0.332255,0.001377,1.3888888888888888
2866,RSQ,Best Model,0.209296,0.047727,1.4444444444444444
2867,RSQ,Best Model,0.036935,0.729634,1.5555555555555556
2868,RSQ,Best Model,0.024543,0.818388,1.5555555555555556
2869,RSQ,Best Model,0.0703,0.51027,1.4666666666666666
2870,RSQ,Best Model,0.378111,0.000238,1.4333333333333333
2871,RSQ,Best Model,0.430076,2.3e-05,1.3555555555555556
2872,RSQ,Best Model,0.012588,0.906264,1.488888888888889
2873,RSQ,Best Model,0.270016,0.010059,1.488888888888889
2874,RSQ,Best Model,0.113289,0.287712,1.488888888888889
2875,RSQ,Best Model,0.0,1.0,1.5555555555555556
2876,RSQ,Best Model,0.33574,0.001216,1.4
2877,RSQ,Best Model,0.447616,1e-05,1.3444444444444446
2878,RSQ,Best Model,0.472769,3e-06,1.3444444444444446
2879,RSQ,Best Model,0.460701,5e-06,1.3
2880,RSQ,Best Model,0.469774,3e-06,1.3222222222222222
2881,RSQ,Best Model,-0.044057,0.680107,1.5333333333333334
2882,RSQ,Best Model,-0.027777,0.794953,1.5444444444444445
2883,RSQ,Best Model,0.315265,0.002473,1.4333333333333333
2884,RSQ,Best Model,0.211939,0.044924,1.4777777777777779
2885,RSQ,Best Model,0.067338,0.528293,1.5222222222222221
2886,RSQ,Best Model,0.570941,0.0,1.288888888888889
2887,RSQ,Best Model,0.437999,1.6e-05,1.3333333333333333
2888,RSQ,Best Model,0.090397,0.396811,1.5333333333333334
2889,RSQ,Best Model,0.4782,2e-06,1.4
2890,RSQ,Best Model,0.239814,0.02281,1.488888888888889
2891,RSQ,Best Model,0.124438,0.242575,1.5222222222222221
2892,RSQ,Best Model,0.162245,0.126558,1.4777777777777779
2893,RSQ,Best Model,0.255914,0.01491,1.4333333333333333
2894,RSQ,Best Model,-0.199506,0.0594,1.5777777777777777
2895,RSQ,Best Model,0.472343,3e-06,1.3444444444444446
2896,RSQ,Best Model,0.347731,0.000785,1.3777777777777778
2897,RSQ,Best Model,0.263532,0.012084,1.4555555555555555
2898,RSQ,Best Model,0.214901,0.041945,1.5
2899,RSQ,Best Model,0.477461,2e-06,1.3444444444444446
2900,RSQ,Best Model,0.149128,0.160666,1.4666666666666666
2901,RSQ,Best Model,0.242134,0.021487,1.4555555555555555
2902,RSQ,Best Model,0.151223,0.154802,1.488888888888889
2903,RSQ,Best Model,0.398203,0.000102,1.3666666666666667
2904,RSQ,Best Model,0.22939,0.029641,1.4111111111111112
2905,RSQ,Best Model,0.228058,0.030627,1.4333333333333333
2906,RSQ,Best Model,-0.041006,0.70117,1.5777777777777777
2907,RSQ,Best Model,0.366281,0.000385,1.4
2908,RSQ,Best Model,0.291014,0.005391,1.4555555555555555
2909,RSQ,Best Model,0.331342,0.001422,1.3888888888888888
2910,RSQ,Best Model,0.124438,0.242575,1.5222222222222221
2911,RSQ,Best Model,0.528602,0.0,1.3
2912,RSQ,Best Model,0.294879,0.004782,1.4333333333333333
2913,RSQ,Best Model,0.178687,0.091976,1.5222222222222221
2914,RSQ,Best Model,0.414901,4.8e-05,1.3444444444444446
2915,RSQ,Best Model,0.290366,0.005499,1.4555555555555555
2916,RSQ,Best Model,0.088113,0.408895,1.511111111111111
2917,RSQ,Best Model,0.397555,0.000104,1.3666666666666667
2918,RSQ,Best Model,0.150356,0.15721,1.5333333333333334
2919,RSQ,Best Model,0.078615,0.461411,1.5777777777777777
2920,RSQ,Best Model,0.165671,0.118635,1.5
2921,RSQ,Best Model,0.211311,0.045577,1.4555555555555555
2922,RSQ,Best Model,0.152775,0.150564,1.4777777777777779
2923,RSQ,Best Model,0.432187,2.1e-05,1.4
2924,RSQ,Best Model,0.111109,0.297147,1.5
2925,RSQ,Best Model,-0.040561,0.704261,1.5666666666666667
2926,RSQ,Best Model,0.168505,0.112375,1.4222222222222223
2927,RSQ,Best Model,0.078829,0.46019,1.5333333333333334
2928,RSQ,Best Model,0.01352,0.899353,1.5222222222222221
2929,RSQ,Best Model,-0.036935,0.729634,1.5777777777777777
2930,RSQ,Best Model,0.125876,0.237133,1.5333333333333334
2931,RSQ,Best Model,0.364576,0.000411,1.488888888888889
2932,RSQ,Best Model,0.07795,0.465225,1.5555555555555556
2933,RSQ,Best Model,0.294884,0.004781,1.4222222222222223
2934,RSQ,Best Model,0.27499,0.008714,1.4555555555555555
2935,RSQ,Best Model,0.244553,0.020179,1.4555555555555555
2936,RSQ,Best Model,0.198958,0.060116,1.5222222222222221
2937,RSQ,Best Model,0.359722,0.000497,1.4222222222222223
2938,RSQ,Best Model,0.466266,4e-06,1.3222222222222222
2939,RSQ,Best Model,0.179037,0.091331,1.488888888888889
2940,RSQ,Best Model,0.352541,0.000655,1.4222222222222223
2941,RSQ,Best Model,0.565399,0.0,1.288888888888889
2942,RSQ,Best Model,-0.154966,0.144726,1.5777777777777777
2943,RSQ,Best Model,0.155658,0.14292,1.4777777777777779
2944,RSQ,Best Model,0.28479,0.006517,1.4555555555555555
2945,RSQ,Best Model,0.361588,0.000462,1.4
2946,RSQ,Best Model,0.152927,0.150153,1.4777777777777779
2947,RSQ,Best Model,0.239105,0.023228,1.4222222222222223
2948,RSQ,Best Model,0.389668,0.000147,1.4
2949,RSQ,Best Model,0.132836,0.211988,1.488888888888889
2950,RSQ,Best Model,0.423014,3.3e-05,1.3666666666666667
2951,RSQ,Best Model,0.315316,0.002469,1.4222222222222223
2952,RSQ,Best Model,0.129548,0.223622,1.4333333333333333
2953,RSQ,Best Model,0.052395,0.623812,1.5222222222222221
2954,RSQ,Best Model,0.623777,0.0,1.2222222222222223
2955,RSQ,Best Model,0.188022,0.075954,1.4222222222222223
2956,RSQ,Best Model,0.216647,0.040268,1.4777777777777779
2957,RSQ,Best Model,0.232368,0.027533,1.4444444444444444
2958,RSQ,Best Model,0.343832,0.000906,1.3888888888888888
2959,RSQ,Best Model,0.411298,5.6e-05,1.3777777777777778
2960,RSQ,Best Model,0.478596,2e-06,1.3555555555555556
2961,RSQ,Best Model,-0.012272,0.908607,1.511111111111111
2962,RSQ,Best Model,0.355195,0.000592,1.4333333333333333
2963,RSQ,Best Model,0.329038,0.001543,1.4222222222222223
2964,RSQ,Best Model,0.352637,0.000652,1.4
2965,RSQ,Best Model,0.012914,0.903846,1.5555555555555556
2966,RSQ,Best Model,0.434481,1.9e-05,1.3888888888888888
2967,RSQ,Best Model,0.163639,0.123286,1.4666666666666666
2968,RSQ,Best Model,-0.010917,0.918656,1.6111111111111112
2969,RSQ,Best Model,0.058539,0.58365,1.5
2970,RSQ,Best Model,0.372482,0.0003,1.3888888888888888
2971,RSQ,Best Model,0.203903,0.053898,1.5
2972,RSQ,Best Model,0.386763,0.000166,1.3777777777777778
2973,RSQ,Best Model,0.371266,0.000315,1.3777777777777778
2974,RSQ,Best Model,0.277146,0.008181,1.4222222222222223
2975,RSQ,Best Model,0.202015,0.056207,1.4333333333333333
2976,RSQ,Best Model,0.471184,3e-06,1.3222222222222222
2977,RSQ,Best Model,0.16177,0.127687,1.5
2978,RSQ,Best Model,0.595811,0.0,1.3
2979,RSQ,Best Model,0.473921,2e-06,1.3333333333333333
2980,RSQ,Best Model,0.101951,0.338987,1.4777777777777779
2981,RSQ,Best Model,0.26434,0.011814,1.4666666666666666
2982,RSQ,Best Model,0.099441,0.351076,1.5222222222222221
2983,RSQ,Best Model,0.23245,0.027477,1.4666666666666666
2984,RSQ,Best Model,0.071944,0.500402,1.5333333333333334
2985,RSQ,Best Model,0.311096,0.00284,1.5
2986,RSQ,Best Model,0.207366,0.049865,1.4444444444444444
2987,RSQ,Best Model,0.290366,0.005499,1.4555555555555555
2988,RSQ,Best Model,0.413213,5.2e-05,1.3444444444444446
2989,RSQ,Best Model,0.339516,0.001061,1.4111111111111112
2990,RSQ,Best Model,0.279308,0.007676,1.4222222222222223
2991,RSQ,Best Model,0.456127,6e-06,1.3777777777777778
2992,RSQ,Best Model,0.176227,0.096614,1.488888888888889
2993,RSQ,Best Model,0.231047,0.028452,1.5222222222222221
2994,RSQ,Best Model,-0.066502,0.533439,1.5777777777777777
2995,RSQ,Best Model,0.565168,0.0,1.288888888888889
2996,RSQ,Best Model,0.344142,0.000896,1.4222222222222223
2997,RSQ,Best Model,-0.060628,0.570273,1.5888888888888888
2998,RSQ,Best Model,0.295477,0.004693,1.4444444444444444
2999,RSQ,Best Model,0.222617,0.034949,1.4444444444444444
3000,RSQ,Best Model,0.255885,0.014921,1.4555555555555555
3001,RSQ,Best Model,0.465532,4e-06,1.3222222222222222
3002,RSQ,Best Model,0.346433,0.000823,1.4
3003,RSQ,Best Model,0.339784,0.001051,1.4222222222222223
3004,RSQ,Best Model,0.415061,4.7e-05,1.3444444444444446
3005,RSQ,Best Model,0.4348,1.9e-05,1.4
3006,RSQ,Best Model,0.075037,0.482113,1.4777777777777779
3007,RSQ,Best Model,0.107916,0.31133,1.5333333333333334
3008,RSQ,Best Model,0.445823,1.1e-05,1.3111111111111111
3009,RSQ,Best Model,0.163036,0.124695,1.4777777777777779
3010,RSQ,Best Model,0.459913,5e-06,1.3888888888888888
3011,RSQ,Best Model,0.13761,0.195874,1.4666666666666666
3012,RSQ,Best Model,0.32498,0.001777,1.4222222222222223
3013,RSQ,Best Model,0.310989,0.002851,1.4555555555555555
3014,RSQ,Best Model,0.147709,0.16473,1.4777777777777779
3015,RSQ,Best Model,0.49991,1e-06,1.3444444444444446
3016,RSQ,Best Model,0.164519,0.121255,1.5333333333333334
3017,RSQ,Best Model,0.300853,0.00396,1.4111111111111112
3018,RSQ,Best Model,0.309933,0.002951,1.4222222222222223
3019,RSQ,Best Model,-0.211311,0.045577,1.6111111111111112
3020,RSQ,Best Model,0.027522,0.796796,1.5333333333333334
3021,RSQ,Best Model,-0.049246,0.644842,1.5333333333333334
3022,RSQ,Best Model,0.077483,0.467908,1.5333333333333334
3023,RSQ,Best Model,0.181884,0.086213,1.4333333333333333
3024,RSQ,Best Model,-0.045449,0.670574,1.5888888888888888
3025,RSQ,Best Model,0.299768,0.004099,1.4222222222222223
3026,RSQ,Best Model,0.061558,0.564364,1.511111111111111
3027,RSQ,Best Model,0.227508,0.031043,1.5555555555555556
3028,RSQ,Best Model,0.040561,0.704261,1.5222222222222221
3029,RSQ,Best Model,0.319714,0.002128,1.4111111111111112
3030,RSQ,Best Model,0.132034,0.214786,1.5333333333333334
3031,RSQ,Best Model,0.073869,0.488977,1.5333333333333334
3032,RSQ,Best Model,0.439071,1.5e-05,1.3777777777777778
3033,RSQ,Best Model,0.417153,4.3e-05,1.3333333333333333
3034,RSQ,Best Model,0.447908,1e-05,1.4
3035,RSQ,Best Model,0.208329,0.048788,1.4555555555555555
3036,RSQ,Best Model,0.334106,0.001289,1.4222222222222223
3037,RSQ,Best Model,0.254332,0.015563,1.4222222222222223
3038,RSQ,Best Model,0.07458,0.484792,1.5222222222222221
3039,RSQ,Best Model,0.265598,0.011404,1.4444444444444444
3040,RSQ,Best Model,0.470327,3e-06,1.3777777777777778
3041,RSQ,Best Model,0.453627,7e-06,1.3777777777777778
3042,RSQ,Best Model,0.279026,0.007741,1.4444444444444444
3043,RSQ,Best Model,0.131898,0.215262,1.511111111111111
3044,RSQ,Best Model,0.494984,1e-06,1.3333333333333333
3045,RSQ,Best Model,0.326577,0.001681,1.4
3046,RSQ,Best Model,0.412485,5.3e-05,1.4111111111111112
3047,RSQ,Best Model,-0.115478,0.278439,1.6444444444444444
3048,RSQ,Best Model,0.139745,0.188961,1.5666666666666667
3049,RSQ,Best Model,0.32137,0.002011,1.4444444444444444
3050,RSQ,Best Model,0.217956,0.039047,1.511111111111111
3051,RSQ,Best Model,0.086181,0.419287,1.488888888888889
3052,RSQ,Best Model,-0.123018,0.248035,1.5777777777777777
3053,RSQ,Best Model,0.179861,0.089825,1.5333333333333334
3054,RSQ,Best Model,0.365321,0.000399,1.4555555555555555
3055,RSQ,Best Model,0.284105,0.006653,1.4222222222222223
3056,RSQ,Best Model,0.046191,0.665515,1.5333333333333334
3057,RSQ,Best Model,0.184073,0.082435,1.511111111111111
3058,RSQ,Best Model,0.391586,0.000135,1.3666666666666667
3059,RSQ,Best Model,0.337838,0.001128,1.3777777777777778
3060,RSQ,Best Model,0.46191,5e-06,1.3777777777777778
3061,RSQ,Best Model,0.291135,0.005371,1.4111111111111112
3062,RSQ,Best Model,0.035254,0.741493,1.5777777777777777
3063,RSQ,Best Model,-0.02623,0.806145,1.5444444444444445
3064,RSQ,Best Model,0.389233,0.00015,1.4444444444444444
3065,RSQ,Best Model,0.511433,0.0,1.3333333333333333
3066,RSQ,Best Model,-0.226908,0.031501,1.6
3067,RSQ,Best Model,0.223276,0.0344,1.511111111111111
3068,RSQ,Best Model,0.355195,0.000592,1.4111111111111112
3069,RSQ,Best Model,0.100701,0.344974,1.511111111111111
3070,RSQ,Best Model,0.235779,0.025275,1.4555555555555555
3071,RSQ,Best Model,0.427075,2.7e-05,1.3555555555555556
3072,RSQ,Best Model,0.352541,0.000655,1.3777777777777778
3073,RSQ,Best Model,-0.148033,0.163797,1.6111111111111112
3074,RSQ,Best Model,0.035254,0.741493,1.5333333333333334
3075,RSQ,Best Model,-0.013099,0.902476,1.5222222222222221
3076,RSQ,Best Model,0.092187,0.38749,1.488888888888889
3077,RSQ,Best Model,0.185795,0.079556,1.5333333333333334
3078,RSQ,Best Model,0.170658,0.107792,1.5
3079,RSQ,Best Model,0.246767,0.019043,1.4666666666666666
3080,RSQ,Best Model,0.332255,0.001377,1.3888888888888888
3081,RSQ,Best Model,0.226073,0.032148,1.4666666666666666
3082,RSQ,Best Model,0.023732,0.82429,1.5444444444444445
3083,RSQ,Best Model,0.091771,0.389643,1.511111111111111
3084,RSQ,Best Model,0.154261,0.146586,1.5222222222222221
3085,RSQ,Best Model,0.425051,3e-05,1.3888888888888888
3086,RSQ,Best Model,0.208329,0.048788,1.4444444444444444
3087,RSQ,Best Model,0.402804,8.3e-05,1.4
3088,RSQ,Best Model,0.475432,2e-06,1.2777777777777777
3089,RSQ,Best Model,0.218699,0.038368,1.511111111111111
3090,RSQ,Best Model,-0.136347,0.200048,1.6111111111111112
3091,RSQ,Best Model,0.199506,0.0594,1.4666666666666666
3092,RSQ,Best Model,0.4002,9.3e-05,1.3555555555555556
3093,RSQ,Best Model,0.012126,0.90969,1.5444444444444445
3094,RSQ,Best Model,0.24997,0.017496,1.5222222222222221
3095,RSQ,Best Model,0.323337,0.00188,1.4222222222222223
3096,RSQ,Best Model,0.223741,0.034016,1.4555555555555555
3097,RSQ,Best Model,-0.055044,0.606354,1.6
3098,RSQ,Best Model,0.335761,0.001215,1.4
3099,RSQ,Best Model,-0.013669,0.898255,1.5333333333333334
